path,category,status,purpose,optimization_priority,cleanup_action,confidence
docs/02_Experimental_Evaluation.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/03_Research_Contribution.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/04_IEEE_Paper_Draft.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/05_Technical_Documentation.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/06_Presentation_Outline.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/07_Viva_Preparation.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/08_Portfolio_Content.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/09_Final_Assessment.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/10_Final_Report.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/11_ADMFE_Experimental_Evaluation.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/12_Performance_Optimization_Report.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/13_Final_Freeze_Report.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/A-DMFE_MANUAL_LIVE_QA_REPORT.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/FINAL_PROJECT_VERIFICATION_REPORT.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/METRIC_DEFINITIONS.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/PROJECT_FILE_CODE_AUDIT.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/Reproducibility_Guide.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/STORAGE_OPTIMIZATION_REPORT.md,root-docs,ACTIVE,project documentation,none,KEEP,medium
docs/reports/BACKEND_WORKING_PERCENTAGE.md,root-docs,ACTIVE,historical audit/fix report,none,KEEP,medium
docs/reports/E2E_SMOKE_TEST_REPORT.md,root-docs,ACTIVE,historical audit/fix report,none,KEEP,medium
docs/reports/FINAL_CLEANUP_REPORT.md,root-docs,ACTIVE,historical audit/fix report,none,KEEP,medium
docs/reports/FINAL_PROJECT_AUDIT.md,root-docs,ACTIVE,historical audit/fix report,none,KEEP,medium
docs/reports/FRONTEND_INTEGRATION_AUDIT.md,root-docs,ACTIVE,historical audit/fix report,none,KEEP,medium
docs/reports/LIVE_MAP_ROUTE_XAI_FIX_REPORT.md,root-docs,ACTIVE,historical audit/fix report,none,KEEP,medium
docs/reports/OPERATIONS_MAP_REBUILD_REPORT.md,root-docs,ACTIVE,historical audit/fix report,none,KEEP,medium
archive/final_audit/,root-archive,ACTIVE (historical reference),prior AI-generated knowledge packages (Gemini) and dead-code audit snapshot - not re-verified this pass,none,KEEP,low
paper/,root-research,ACTIVE (binary documents),"IEEE paper drafts (docx/pdf), not text-analyzed this pass",none,KEEP,low
